,index,rate,rest_type,cuisines,cost_for_two,name,online_order,book_table,votes,listed_in(type),location,price_range
25107,48951,4.1,Delivery,Mexican,600,Firangi Bake,1,0,90,Delivery,Sarjapur Road,Mid
25108,48952,4.0,Casual Dining,North Indian,1200,Chaarcoal,1,0,468,Delivery,Bellandur,Luxury
25109,48953,2.9,Casual Dining,Arabian,800,Savoury Restaurant,1,0,833,Delivery,Sarjapur Road,Premium
25110,48954,3.4,Quick Bites,North Indian,300,Delhite Food,1,0,9,Delivery,Bellandur,Budget
25111,48955,4.2,Quick Bites,Beverages,150,The Flying Cup,1,0,240,Delivery,Sarjapur Road,Budget
25112,48956,3.6,Casual Dining,South Indian,500,The Rasaganga,1,0,409,Delivery,Bellandur,Mid
25113,48957,3.9,Quick Bites,South Indian,400,Udupi Nalapaka,1,0,42,Delivery,Bellandur,Mid
25114,48958,4.6,"Bar, Casual Dining",American,1500,Sarjapur Social,1,0,1324,Delivery,Sarjapur Road,Luxury
25115,48959,3.9,Quick Bites,Arabian,300,Just Shawarma,1,0,79,Delivery,HSR,Budget
25116,48960,3.4,Quick Bites,Pizza,400,Domino's Pizza,1,0,6,Delivery,Sarjapur Road,Mid
25117,48963,4.2,"Bakery, Dessert Parlor",Bakery,500,Happy Endings,1,0,506,Delivery,Bellandur,Mid
25118,48964,3.6,Delivery,Andhra,400,Andhra Bhojanam,1,0,57,Delivery,Bellandur,Mid
25119,48966,2.8,Quick Bites,North Indian,500,Spicy Khana Point,1,0,70,Delivery,Marathahalli,Mid
25120,48967,3.9,Quick Bites,Healthy Food,500,Subway,1,0,100,Delivery,Sarjapur Road,Mid
25121,48968,3.0,Quick Bites,Fast Food,500,Meat and Eat,1,0,54,Delivery,HSR,Mid
25122,48969,3.8,Dessert Parlor,Desserts,200,Waffle Talesz,1,0,33,Delivery,Sarjapur Road,Budget
25123,48970,4.4,Casual Dining,Maharashtrian,700,Suryawanshi,1,1,139,Delivery,Sarjapur Road,Premium
25124,48971,3.5,Delivery,Burger,300,Indiana Burgers,1,0,29,Delivery,Sarjapur Road,Budget
25125,48972,3.4,Casual Dining,Biryani,550,Abhiruchi Restaurant,1,0,7,Delivery,Sarjapur Road,Mid
25126,48973,2.6,Quick Bites,Fast Food,400,Pasta Twist Plus,1,0,22,Delivery,Bellandur,Mid
25127,48974,3.3,Casual Dining,Biryani,800,Hyderabadi Biriyani,1,0,36,Delivery,Bellandur,Premium
25128,48975,3.6,Quick Bites,North Indian,300,Fill A Belly Restaurant,0,0,33,Delivery,Sarjapur Road,Budget
25129,48976,3.5,Quick Bites,South Indian,400,Sri Krishna Sagar,1,0,237,Delivery,HSR,Mid
25130,48978,3.7,Quick Bites,Desserts,250,Frosty Fills,1,0,10,Delivery,Bellandur,Budget
25131,48979,3.8,Quick Bites,North Indian,400,Hungry Bird,1,0,19,Delivery,Sarjapur Road,Mid
25132,48980,3.6,"Takeaway, Delivery",Italian,500,The Good Bowl,1,0,14,Delivery,Sarjapur Road,Mid
25133,48981,4.0,Cafe,Cafe,400,The Salad Studio,1,0,109,Delivery,Bellandur,Mid
25134,48982,3.9,Quick Bites,Street Food,100,Chatori Tongue,1,0,65,Delivery,Sarjapur Road,Budget
25135,48983,4.0,Delivery,North Indian,600,Veg Rasoi,1,0,101,Delivery,HSR,Mid
25136,48984,4.1,Quick Bites,North Indian,800,Petoo,1,0,105,Delivery,HSR,Premium
25137,48986,3.4,"Beverage Shop, Cafe",Tea,400,Tata Cha,1,0,36,Delivery,Bellandur,Mid
25138,48989,3.6,Dessert Parlor,Ice Cream,300,Artinci Artisanal Ice Cream,1,0,7,Delivery,HSR,Budget
25139,48990,3.8,Quick Bites,Tea,300,Chai World,1,0,20,Delivery,Sarjapur Road,Budget
25140,48991,3.9,"Bakery, Dessert Parlor",Bakery,300,Baker's Home,1,0,179,Delivery,Bellandur,Budget
25141,48992,3.5,Quick Bites,North Indian,200,Paratha Treat,1,0,53,Delivery,Bellandur,Budget
25142,48993,3.6,Quick Bites,Fast Food,150,New Cool Joint,1,0,25,Delivery,Sarjapur Road,Budget
25143,48995,3.8,Quick Bites,Kerala,300,Mangala Hotel,1,0,28,Delivery,Sarjapur Road,Budget
25144,48996,3.6,"Beverage Shop, Dessert Parlor",Beverages,400,Keventers,1,0,22,Delivery,Bellandur,Mid
25145,48997,4.1,"Takeaway, Delivery",Street Food,100,Poha On Wheels,1,0,74,Delivery,Bellandur,Budget
25146,48998,3.9,Beverage Shop,Beverages,300,Makers of Milkshakes,1,0,40,Delivery,HSR,Budget
25147,48999,4.1,Beverage Shop,Beverages,600,Shake It Off,1,0,64,Delivery,Bellandur,Mid
25148,49000,3.5,"Takeaway, Delivery",South Indian,300,Udupi Savi Thindi,1,0,16,Delivery,Sarjapur Road,Budget
25149,49002,3.4,Sweet Shop,Mithai,300,RP Sweets,1,0,7,Delivery,Bellandur,Budget
25150,49003,3.9,Quick Bites,South Indian,300,Atithi Aramane Veg,1,0,49,Delivery,Bellandur,Budget
25151,49004,2.9,Quick Bites,Rolls,400,Yummy Tummy,1,0,114,Delivery,Bellandur,Mid
25152,49005,3.5,Quick Bites,Biryani,400,Reddy's Paradise,1,0,11,Delivery,Sarjapur Road,Mid
25153,49006,3.2,Quick Bites,Biryani,350,Biriyani Adda,1,0,6,Delivery,Bellandur,Mid
25154,49007,3.9,Quick Bites,Biryani,500,Ajwa Thalassery Biryani,1,1,44,Delivery,Sarjapur Road,Mid
25155,49008,3.0,Delivery,North Indian,500,YumYumDilli,1,0,20,Delivery,Sarjapur Road,Mid
25156,49009,3.2,Casual Dining,North Indian,450,Folklore Restaurant,1,0,263,Delivery,Sarjapur Road,Mid
25157,49010,4.1,"Casual Dining, Bar",Italian,1200,Napoli Italian Bistro,1,1,1073,Delivery,HSR,Luxury
25158,49011,3.9,Quick Bites,Burger,600,Uptown Sliders & Shakes,1,0,115,Delivery,HSR,Mid
25159,49012,4.0,Cafe,Cafe,700,The Grub Central,1,1,822,Delivery,HSR,Premium
25160,49013,3.3,Delivery,South Indian,500,Thalis Of India,1,0,8,Delivery,Sarjapur Road,Mid
25161,49016,3.7,Beverage Shop,Beverages,400,The Milkshake Theory,1,0,35,Delivery,Sarjapur Road,Mid
25162,49017,2.9,Bakery,Bakery,400,Cake Box,1,0,26,Delivery,Marathahalli,Mid
25163,49018,3.8,Quick Bites,North Indian,300,Quick Bites Food Junction,1,0,31,Delivery,Sarjapur Road,Budget
25164,49019,3.6,Quick Bites,Fast Food,100,Poha On Wheels,1,0,11,Delivery,Sarjapur Road,Budget
25165,49020,2.7,Casual Dining,Arabian,800,Moriz Restaurant,1,0,82,Delivery,Bellandur,Premium
25166,49021,3.8,Quick Bites,Juices,200,Juice Junction Food Court,1,0,215,Delivery,HSR,Budget
25167,49022,3.7,Quick Bites,Fast Food,450,American Bites,1,0,21,Delivery,Sarjapur Road,Mid
25168,49023,3.6,Delivery,Continental,600,World In A Bowl,1,0,19,Delivery,Sarjapur Road,Mid
25169,49025,3.8,Quick Bites,South Indian,400,Priyadarshini,1,0,20,Delivery,Sarjapur Road,Mid
25170,49026,3.9,Delivery,North Indian,500,Faasos,1,0,171,Delivery,Sarjapur Road,Mid
25171,49027,3.4,"Takeaway, Delivery",North Indian,200,Roti's Ghar,1,0,11,Delivery,Bellandur,Budget
25172,49028,2.9,"Quick Bites, Sweet Shop",North Indian,250,Laddoos,1,0,166,Delivery,Bellandur,Budget
25173,49030,3.4,Quick Bites,Fast Food,200,Chaat Express,1,0,15,Delivery,HSR,Budget
25174,49031,4.0,Sweet Shop,Mithai,200,Rusbury Fresh Sweets And Savouries,1,0,72,Delivery,HSR,Budget
25175,49032,4.1,Quick Bites,North Indian,450,Shree Khana Khazana,1,0,172,Delivery,Bellandur,Mid
25176,49034,3.2,Quick Bites,Andhra,250,Andhra Paris,1,0,7,Delivery,Sarjapur Road,Budget
25177,49035,2.9,Quick Bites,North Indian,400,Spicy Punjabi Pharatha,1,0,77,Delivery,Marathahalli,Mid
25178,49037,3.7,"Beverage Shop, Quick Bites",Beverages,250,S S Popular Frozen Stone,1,0,25,Delivery,Bellandur,Budget
25179,49038,3.5,Casual Dining,North Indian,550,Swadist Pakhal Restaurant,1,0,16,Delivery,Sarjapur Road,Mid
25180,49039,3.2,Casual Dining,North Indian,500,Amrutha Grand Restaurant,1,0,205,Delivery,Sarjapur Road,Mid
25181,49040,3.5,Delivery,South Indian,600,YumYumSouth,1,0,55,Delivery,Sarjapur Road,Mid
25182,49042,3.9,Dessert Parlor,Desserts,150,Bombay Kulfi,1,0,41,Delivery,Marathahalli,Budget
25183,49043,3.6,Delivery,Desserts,300,MAD Belgian Waffles,1,0,8,Delivery,Sarjapur Road,Budget
25184,49044,3.3,Quick Bites,Kerala,400,Thiruvithamkoor Restaurant,1,0,296,Delivery,Sarjapur Road,Mid
25185,49045,4.1,Casual Dining,Chinese,800,Sichuan,1,0,273,Delivery,Bellandur,Premium
25186,49047,4.0,Delivery,Pizza,800,Ovenstory Pizza,1,0,201,Delivery,HSR,Premium
25187,49048,3.3,Quick Bites,South Indian,300,Pavan Tiffin Center,1,0,9,Delivery,HSR,Budget
25188,49050,3.5,Beverage Shop,Juices,200,Sri Ganesh Juice Junction,1,0,6,Delivery,Bellandur,Budget
25189,49052,4.4,Casual Dining,Konkan,1400,Kanua,1,1,898,Delivery,Sarjapur Road,Luxury
25190,49053,3.5,Delivery,Continental,500,Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,0,43,Delivery,Sarjapur Road,Mid
25191,49054,3.9,"Cafe, Dessert Parlor",Cafe,600,Delitz Creamvilla Cafe,1,0,77,Delivery,Bellandur,Mid
25192,49055,3.8,"Beverage Shop, Quick Bites",Beverages,300,Lassi Cafe,1,0,45,Delivery,HSR,Budget
25193,49056,4.2,Quick Bites,North Indian,300,Dad's Cookhouse,1,0,57,Delivery,Sarjapur Road,Budget
25194,49057,3.6,Quick Bites,Burger,500,McDonald's,1,0,262,Delivery,Bellandur,Mid
25195,49058,3.7,Quick Bites,Fast Food,200,Abbabi Chicken,0,0,134,Delivery,Bellandur,Budget
25196,49059,3.7,Quick Bites,North Indian,400,Ritomi's Lov,1,0,49,Delivery,Bellandur,Mid
25197,49060,3.1,Quick Bites,South Indian,250,Southinn,1,0,100,Delivery,Sarjapur Road,Budget
25198,49061,3.7,Dessert Parlor,Desserts,900,Smoor,1,0,47,Delivery,Bellandur,Premium
25199,49062,3.6,Quick Bites,North Indian,300,Sasu Maa Ki Rasoi,1,0,97,Delivery,Sarjapur Road,Budget
25200,49063,3.4,Quick Bites,Street Food,200,Goli Vada Pav No. 1,1,0,86,Delivery,Bellandur,Budget
25201,49064,3.7,Bakery,Bakery,400,Karachi Bakery,1,0,16,Delivery,Sarjapur Road,Mid
25202,49066,3.8,Delivery,Bakery,500,Sweet Truth,1,0,36,Delivery,Sarjapur Road,Mid
25203,49068,3.1,Quick Bites,Pizza,750,Pizza Hut,1,0,150,Delivery,Sarjapur Road,Premium
25204,49069,3.7,Quick Bites,North Indian,300,Shekhawati Restaurant,1,0,66,Delivery,Sarjapur Road,Budget
25205,49070,3.8,Quick Bites,Juices,200,Ice Treat,1,0,44,Delivery,HSR,Budget
25206,49071,4.1,Cafe,Cafe,600,Grilliez,1,0,573,Delivery,HSR,Mid
25207,49072,4.2,"Sweet Shop, Quick Bites",Mithai,400,Anand Sweets And Savouries,0,0,281,Delivery,Sarjapur Road,Mid
25208,49073,4.1,Casual Dining,North Indian,500,Punjabi Nawabi,1,0,1036,Delivery,HSR,Mid
25209,49074,4.0,Quick Bites,North Indian,300,Phulke Ghar Ke,1,0,545,Delivery,Bellandur,Budget
25210,49075,2.8,Quick Bites,Fast Food,350,Mumbai Xpress,1,0,92,Delivery,Bellandur,Mid
25211,49078,3.8,Delivery,North Indian,450,Fusion Tadka,1,0,35,Delivery,Bellandur,Mid
25212,49079,3.8,Casual Dining,BBQ,700,@ The Bbq,1,1,32,Delivery,Bellandur,Premium
25213,49082,3.1,Quick Bites,Street Food,150,Rampyari Chaiwala Netaji Bhajiawala,1,0,26,Delivery,Sarjapur Road,Budget
25214,49083,3.5,Casual Dining,Mangalorean,700,Coastal Fish Land,1,0,26,Delivery,Bellandur,Premium
25215,49085,4.0,Cafe,Cafe,200,Chaai Resto,1,0,34,Delivery,Sarjapur Road,Budget
25216,49089,4.1,Casual Dining,North Indian,700,The Meal Story,1,0,262,Delivery,Sarjapur Road,Premium
25217,49091,3.6,Quick Bites,North Indian,400,The Modak,1,0,22,Delivery,Bellandur,Mid
25218,49092,3.8,Quick Bites,North Indian,400,Delhi Restaurant,1,0,55,Delivery,Marathahalli,Mid
25219,49093,3.7,Casual Dining,Arabian,800,Barbeque Delight,1,1,192,Delivery,Sarjapur Road,Premium
25220,49094,3.8,Casual Dining,Biryani,900,Basmati Restaurant,1,0,430,Delivery,Bellandur,Premium
25221,49095,3.7,Casual Dining,North Indian,750,Empire Restaurant,1,0,2192,Delivery,Bellandur,Premium
25222,49096,3.9,Delivery,North Indian,400,Balle-Licious Kitchen,1,0,172,Delivery,HSR,Mid
25223,49097,3.6,"Bakery, Quick Bites",Bakery,600,Chef Baker's,1,0,136,Delivery,Bellandur,Mid
25224,49101,3.8,Casual Dining,Continental,1000,Bearful,1,0,179,Delivery,Sarjapur Road,Premium
25225,49102,4.0,"Beverage Shop, Quick Bites",Beverages,500,Drunken Monkey,1,0,120,Delivery,HSR,Mid
25226,49104,3.3,Quick Bites,North Indian,200,Wow Kitchen Punjabi Taste,1,0,9,Delivery,Sarjapur Road,Budget
25227,49105,4.0,Dessert Parlor,Ice Cream,300,Pop Hop,1,0,58,Delivery,Bellandur,Budget
25228,49106,3.9,Mess,Andhra,300,Venkataramana Nellore Mess,1,0,97,Delivery,HSR,Budget
25229,49107,3.2,Sweet Shop,Mithai,150,Rajasthan Sweets,1,0,4,Delivery,Sarjapur Road,Budget
25230,49109,3.8,Quick Bites,Ice Cream,200,Ice N Fries Cafe,1,0,45,Delivery,Sarjapur Road,Budget
25231,49111,3.6,Quick Bites,North Indian,500,Just Yum,1,0,78,Delivery,Sarjapur Road,Mid
25232,49113,2.9,Casual Dining,North Indian,800,Cooking Mom,1,0,187,Delivery,Bellandur,Premium
25233,49115,3.9,Casual Dining,Biryani,800,Biriyani Bungalow,1,0,229,Delivery,Sarjapur Road,Premium
25234,49116,3.8,"Takeaway, Delivery",Lebanese,150,Absolute Shawarma,1,0,123,Delivery,Marathahalli,Budget
25235,49118,2.9,Casual Dining,Pizza,500,Gusto's Pizza,1,0,289,Delivery,Bellandur,Mid
25236,49120,4.0,Quick Bites,Biryani,400,Biryani Kitchen,1,0,218,Delivery,Bellandur,Mid
25237,49121,3.7,Quick Bites,Biryani,300,Pepperwood,1,0,136,Delivery,Sarjapur Road,Budget
25238,49122,3.6,Quick Bites,Biryani,400,Biriyani House,1,0,30,Delivery,Bellandur,Mid
25239,49124,3.4,Beverage Shop,Beverages,200,Lassi Shop,1,0,10,Delivery,Sarjapur Road,Budget
25240,49125,4.4,"Casual Dining, Cafe",Pizza,600,Onesta,1,1,3859,Delivery,HSR,Mid
25241,49126,3.3,Casual Dining,North Indian,600,Wimpie Cafe & Restaurant,1,0,4,Delivery,Bellandur,Mid
25242,49128,4.1,Delivery,North Indian,300,Shudh,1,0,97,Delivery,Sarjapur Road,Budget
25243,49129,3.7,Delivery,Biryani,600,Biryani Miya,1,0,53,Delivery,Sarjapur Road,Mid
25244,49130,4.0,Casual Dining,Biryani,750,Mani's Dum Biryani,1,0,918,Delivery,Bellandur,Premium
25245,49131,3.0,Casual Dining,North Indian,600,Pepper Grand.com,1,0,23,Delivery,Sarjapur Road,Mid
25246,49132,3.8,Bakery,Bakery,300,Carlos Cake Cafe,1,0,83,Delivery,Sarjapur Road,Budget
25247,49133,3.3,Casual Dining,Chinese,600,Oogway express,1,0,10,Delivery,Bellandur,Mid
25248,49134,4.0,Cafe,Cafe,500,Mighty Paws,1,0,138,Delivery,Sarjapur Road,Mid
25249,49135,3.6,Bakery,Bakery,400,Cake Dilim,1,0,28,Delivery,Sarjapur Road,Mid
25250,49136,3.2,Delivery,Biryani,250,Ustaad Biryani,1,0,6,Delivery,Bellandur,Budget
25251,49137,3.6,Beverage Shop,Beverages,400,Frozen Bottle,1,0,15,Delivery,Sarjapur Road,Mid
25252,49138,3.9,Quick Bites,Mexican,400,California Burrito,0,0,88,Delivery,Sarjapur Road,Mid
25253,49143,2.8,Casual Dining,North Indian,400,Punjabi Tadka,1,0,191,Delivery,HSR,Mid
25254,49144,3.0,Quick Bites,North Indian,500,Half & Half Food Box,0,0,15,Delivery,Bellandur,Mid
25255,49146,3.8,Casual Dining,North Indian,800,The Punjabi Rasoi,1,1,206,Delivery,Sarjapur Road,Premium
25256,49147,3.3,Quick Bites,Asian,300,YUNCHI,1,0,4,Delivery,HSR,Budget
25257,49150,3.7,Quick Bites,Burger,450,Angiie's Cafe,0,0,30,Delivery,Sarjapur Road,Mid
25258,49151,3.0,Quick Bites,North Indian,400,Muscat Restaurant,1,0,48,Delivery,Marathahalli,Mid
25259,49152,2.7,"Quick Bites, Sweet Shop",Street Food,250,Rajtilak Sweets,1,0,21,Delivery,Sarjapur Road,Budget
25260,49153,3.9,Delivery,North Indian,450,Mealer.in,1,0,434,Delivery,Sarjapur Road,Mid
25261,49155,3.6,Bakery,Bakery,500,Cake Delights,1,0,26,Delivery,Sarjapur Road,Mid
25262,49160,4.3,Bakery,Bakery,750,Soul Treat,1,0,273,Delivery,Sarjapur Road,Premium
25263,49161,3.8,Casual Dining,Seafood,600,Kadala Teera,1,0,51,Delivery,Sarjapur Road,Mid
25264,49163,4.3,"Casual Dining, Bar",European,1300,Rural Blues,1,1,1499,Delivery,Sarjapur Road,Luxury
25265,49164,3.7,Quick Bites,Arabian,400,Second Wife Cafe,1,0,61,Delivery,HSR,Mid
25266,49166,4.3,"Casual Dining, Bar",Seafood,1400,The Fisherman's Wharf,1,1,4139,Delivery,Sarjapur Road,Luxury
25267,49167,4.2,Casual Dining,Continental,1200,Maia - Eat | Bake | Mom,1,1,1034,Delivery,Bellandur,Luxury
25268,49168,2.3,Casual Dining,North Indian,800,Meghana Biryani,1,0,240,Delivery,Bellandur,Premium
25269,49169,4.2,Casual Dining,Asian,1300,The Hidden Home,1,1,1060,Delivery,Sarjapur Road,Luxury
25270,49170,4.9,Microbrewery,Continental,1600,Byg Brewski Brewing Company,1,1,16832,Delivery,Sarjapur Road,Luxury
25271,49171,4.6,"Casual Dining, Bar",American,1800,Chili's American Grill & Bar,1,1,1534,Delivery,Bellandur,Luxury
25272,49173,4.2,Casual Dining,Rajasthani,500,RRoyal Rajasthan,1,0,774,Delivery,Sarjapur Road,Mid
25273,49174,3.9,Dessert Parlor,Ice Cream,450,Thanco's Natural Ice Cream,1,0,103,Delivery,HSR,Mid
25274,49175,3.5,Quick Bites,Chinese,600,Momo Rice Noodles,1,0,70,Delivery,Sarjapur Road,Mid
25275,49177,3.6,Casual Dining,South Indian,400,Curry Flavours,1,0,61,Delivery,Sarjapur Road,Mid
25276,49178,4.0,Quick Bites,Fast Food,400,Inhouse Burger,1,0,176,Delivery,Marathahalli,Mid
25277,49179,3.8,Casual Dining,Chinese,600,Manchow,1,1,165,Delivery,Bellandur,Mid
25278,49181,3.7,Casual Dining,Bengali,600,Bangaliana,1,0,311,Delivery,HSR,Mid
25279,49182,4.4,"Microbrewery, Casual Dining",Finger Food,1500,La Casa Brewery And Kitchen,1,1,1476,Delivery,Sarjapur Road,Luxury
25280,49183,3.6,"Cafe, Casual Dining",Cafe,700,Cafe Mondo,1,0,489,Delivery,HSR,Premium
25281,49184,4.3,Quick Bites,Fast Food,600,Zoey's,1,0,901,Delivery,Sarjapur Road,Mid
25282,49185,4.1,Cafe,Cafe,800,Soup'ermanz Kitchen,1,0,446,Delivery,HSR,Premium
25283,49186,3.8,"Takeaway, Delivery",North Indian,600,MAP- My Appetite Place,1,0,30,Delivery,HSR,Mid
25284,49187,4.3,"Microbrewery, Casual Dining",Continental,1500,THE RIG,0,1,1764,Delivery,Sarjapur Road,Luxury
25285,49188,3.1,Bakery,Bakery,500,Flying Cakes,1,0,16,Delivery,Sarjapur Road,Mid
25286,49190,3.9,Casual Dining,North Indian,600,Al Khansah,1,0,373,Delivery,Bellandur,Mid
25287,49191,4.2,Quick Bites,Kebab,250,The Kebab House,1,0,51,Delivery,Bellandur,Budget
25288,49192,3.6,"Takeaway, Delivery",North Indian,800,Daniyal's,1,0,8,Delivery,Sarjapur Road,Premium
25289,49194,4.4,"Casual Dining, Bar",North Indian,1500,Float,1,1,3133,Delivery,Marathahalli,Luxury
25290,49195,4.0,Casual Dining,Asian,800,The Vape,1,0,672,Delivery,HSR,Premium
25291,49198,3.8,Quick Bites,Andhra,700,Mango Tree Grand,0,0,116,Delivery,Bellandur,Premium
25292,49199,4.0,Casual Dining,Chinese,850,Beijing Bites,1,0,411,Delivery,HSR,Premium
25293,49200,3.6,Quick Bites,Biryani,300,AKSHAYA BIRYANI,1,0,22,Delivery,Sarjapur Road,Budget
25294,49201,3.7,Casual Dining,Kerala,500,Lungees Foods,1,0,162,Delivery,Sarjapur Road,Mid
25295,49202,3.5,Kiosk,Turkish,300,Tarbouche,1,0,22,Delivery,Sarjapur Road,Budget
25296,49203,4.3,Casual Dining,Modern Indian,1800,Bombay Brasserie,1,0,588,Delivery,Bellandur,Luxury
25297,49204,3.9,Dessert Parlor,Ice Cream,450,Cold Smith Ice Creams,1,0,43,Delivery,Sarjapur Road,Mid
25298,49205,3.3,Quick Bites,Andhra,300,Keerthi Restaurant Andhra Style,1,0,11,Delivery,Marathahalli,Budget
25299,49206,3.8,Quick Bites,North Indian,400,Theeram Restaurant,1,0,46,Delivery,Sarjapur Road,Mid
25300,49212,4.1,"Casual Dining, Bar",North Indian,1100,Punjabi Times,1,1,1696,Delivery,Bellandur,Luxury
25301,49213,4.3,"Dessert Parlor, Cafe",Ice Cream,500,Stoner,1,0,591,Delivery,Sarjapur Road,Mid
25302,49214,4.1,Casual Dining,Andhra,900,Vandana Andhra and Multi Cuisine,1,1,491,Delivery,Sarjapur Road,Premium
25303,49215,2.9,Quick Bites,Pizza,600,American Bites,1,0,7,Delivery,Marathahalli,Mid
25304,49216,4.3,Casual Dining,Italian,1500,Little Italy,1,1,733,Delivery,Sarjapur Road,Luxury
25305,49217,4.1,Casual Dining,North Indian,600,Birbal Darbar,0,0,317,Delivery,Sarjapur Road,Mid
25306,49218,4.0,Cafe,Cafe,700,Ella's Petscape Cafe,0,0,19,Delivery,Sarjapur Road,Premium
25307,49219,3.0,Quick Bites,North Indian,500,Kabab Magic,1,0,321,Delivery,Sarjapur Road,Mid
25308,49220,4.0,Casual Dining,North Indian,1000,Moti Mahal Delux,1,1,577,Delivery,HSR,Premium
25309,49221,3.7,Quick Bites,Healthy Food,600,Pita Pit,1,0,21,Delivery,Bellandur,Mid
25310,49222,3.7,Food Court,Ice Cream,300,Milkyway Ice Creams,1,0,25,Delivery,Bellandur,Budget
25311,49223,3.5,Casual Dining,North Indian,600,Annapurna Foods,1,0,13,Delivery,Bellandur,Mid
25312,49224,3.6,Quick Bites,North Indian,500,Appetite Workstation,1,0,18,Delivery,Sarjapur Road,Mid
25313,49226,3.6,Delivery,Bengali,250,Mira's Ranna-Ghor,0,0,15,Delivery,Sarjapur Road,Budget
25314,49228,3.3,Delivery,Biryani,500,Supreme Biryani,1,0,18,Delivery,South Bangalore,Mid
25315,49229,3.4,Quick Bites,Chinese,300,Shahi Zaikha,1,0,9,Delivery,Sarjapur Road,Budget
25316,49230,3.5,Quick Bites,Hyderabadi,500,Hotel Narmada,1,0,12,Delivery,Sarjapur Road,Mid
25317,49233,4.6,Casual Dining,Salad,1500,Via Milano,0,1,142,Delivery,Sarjapur Road,Luxury
25318,49234,3.9,Dessert Parlor,Desserts,500,Stoned Monkey,1,0,234,Delivery,HSR,Mid
25319,49235,3.1,Casual Dining,North Indian,550,Apna Veg Dhaba,1,0,35,Delivery,Bellandur,Mid
25320,49237,3.4,Quick Bites,North Indian,250,Dhaba Shaba,1,0,61,Delivery,Sarjapur Road,Budget
25321,49238,2.8,Casual Dining,North Indian,500,Azura Restaurant,1,0,98,Delivery,Bellandur,Mid
25322,49239,3.1,Quick Bites,Salad,350,Freshies Gourmet Salads,1,0,32,Delivery,Bellandur,Mid
25323,49240,4.0,Cafe,Cafe,1000,Cafe Thulp,1,1,348,Delivery,Bellandur,Premium
25324,49241,3.6,Casual Dining,Mughlai,700,Mughal Treat,1,0,116,Delivery,Sarjapur Road,Premium
25325,49243,4.2,"Casual Dining, Bar",Continental,1100,Baithak,0,0,1385,Delivery,HSR,Luxury
25326,49244,3.0,Quick Bites,Biryani,400,Yummy,0,0,24,Delivery,Sarjapur Road,Mid
25327,49246,4.0,Casual Dining,North Indian,1200,Samaroh,0,0,248,Delivery,Bellandur,Luxury
25328,49248,3.8,Delivery,North Indian,600,NH-1,1,0,380,Delivery,Bellandur,Mid
25329,49249,3.8,Quick Bites,Arabian,500,Le Charcoal Xpress,1,0,70,Delivery,Sarjapur Road,Mid
25330,49250,3.9,Bar,Biryani,1500,Sharaab Factory,1,1,406,Delivery,Bellandur,Luxury
25331,49251,3.0,Quick Bites,North Indian,500,Kabab World,0,0,25,Delivery,Sarjapur Road,Mid
25332,49253,3.5,Casual Dining,Andhra,600,Biryani House,0,0,12,Delivery,Bellandur,Mid
25333,49254,4.2,Casual Dining,BBQ,1700,Matinee Bar & Kitchen,1,1,345,Delivery,Marathahalli,Luxury
25334,49255,3.5,"Bar, Casual Dining",North Indian,900,Amruth Parkland,0,0,54,Delivery,Sarjapur Road,Premium
25335,49257,3.3,Casual Dining,North Indian,600,Nanda's,1,0,215,Delivery,Sarjapur Road,Mid
25336,49258,3.7,"Quick Bites, Beverage Shop",Beverages,250,Dessi Cuppa,1,0,36,Delivery,HSR,Budget
25337,49261,4.1,"Casual Dining, Pub",American,1200,Tapout Tavern,1,1,332,Delivery,Sarjapur Road,Luxury
25338,49262,4.1,Casual Dining,Chinese,800,Shanghai Bistro,1,0,251,Delivery,Sarjapur Road,Premium
25339,49263,3.9,"Casual Dining, Bar",Mediterranean,1400,Mishmash,1,0,1252,Delivery,HSR,Luxury
25340,49264,4.4,"Bar, Casual Dining",North Indian,1400,Tipsy Bull - The Bar Exchange,1,1,2232,Delivery,Bellandur,Luxury
